"username","tweet","twt_source","activity","verified","country","followers","isfake"
"invokeanand","R is for Rwanda Radio @meherness @JamunKaPed  #ArnabGoswami_is_terrorist
#indiaagainstcaa_nrc
#india #indiaagainstcaa #indiaagainstnrc #Palghar #RepublicTV #news #COVID19 #lynching #caa_nrc_protests #latestnews #journalism #rwandangenocide https://t.co/wLoVoKFtvZ","Normal","Normal","NO","India","High","NO"
"TheEntFactory","What is real news!?? 

#news #truth #coronavirus #comedymemes #standupcomedy #comedy #live #music #comedian #india #mumbai #socialmedia #china #you #liketime #dj #comingsoon #entertainment #factory https://t.co/yUBlZMdlBa","Normal","Normal","NO","India","Medium","NO"
"RocCityRetweet","#MarkZuckerberg lead Facebook will invest ₹43,574 cr into Jio Platforms for a 9.99% stake. The investment will value #RelianceJio Platforms at ₹4.62 lakh cr. 

#business #startup #startupindia #india #TechnologyNews #ROC #fintech #NEWS #Facts #UPDATE #branding #JioFacebook https://t.co/8hthvMgkPB","Suspecious","Normal","NO","United States of America","High","NO"
"latestlaws","In instance to Arnab Goswami Case, SC lays down 6 principles to protect 'Press Freedom'. [Read Order]
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #ArnabGoswami #SupremeCourt #Press #Media 
https://t.co/OGpW7iSu5n","Normal","Normal","NO","India","High","NO"
"ashoksharma81","383💥💥💥💥

#thursdayvibes
#ArnabGoswami
thursdaymorning 
#lockdown
#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch
#StocksToTrade https://t.co/FKwcJJujqq","Normal","Normal","NO","India","Medium","NO"
"sakaltimes","#Sensex rises 210.24 pts to 30,846.95 in opening session; #Nifty advances 44.50 pts to 9,025.95.

https://t.co/vxEcwy2e7w 

#Sakal #SakalNews #viral #SakalTimes #news #trade #economy #market #StockMarket #business #India https://t.co/iD50rsyLqN","Normal","Normal","NO","India","High","NO"
"sushantcotocus","Vlog 6 - Top 5 Tech news which you can't afford to miss|WHO|GatesFoundat... https://t.co/lVzz3w1KSP
#Tech #Updates #NEWS #Covid19 #Coronavirus #DevOps #SRE #DevSecOps #India #lockdown #Facebook #Jio #Reliance #WhatsApp #AMazon #JioMart #TCS #Israel #WHO #GatesFoundation","Normal","Normal","NO","India","Low","NO"
"bitchwithabindi","My first tweet. I'm a student of #Media and #Communication and am conducting a #research on the current health of #News Media in #India. I need to measure audience media literacy. I've attached the link to my survey. #Twitter, do your thing.
https://t.co/OcXvXUNRJW","Normal","Normal","NO","India","Medium","NO"
"ashoksharma81","#BREAKING
Another FM meet today

#PMModi
#fridaymorning 
#lockdown
#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch
#StocksToTrade","Normal","Normal","NO","India","Medium","NO"
"Rakeshcotocus","Vlog 4 - Top 5 Tech news which you can't afford to miss | Wipro | Facebo... https://t.co/xfM1L54TMn via @YouTube
#Tech #Updates #Trump #Google #NEWS #Covid19 #Coronavirus  #Amazon #USA #DevOps #India #Amazon #lockdown #Immigration #GoogleShopping #Facebook #Hackers #TopCoder","Normal","Normal","NO","India","Low","NO"
"adrijabose","“Under lockdown, as public life is confined and news flow concentrates around coronavirus, journalists are under tremendous pressure to keep the churn of fresh photographs and on the spot visuals.” https://t.co/mTbOSnws9A #journalism #News #India","Normal","Normal","YES","India","High","NO"
"shinils","Rs 2 lakh fine, up to 7-yr jail for attack on health staff, says #India govt
https://t.co/ogkGI4Eb8c
#Coronavirus #CoronavirusPandemic #Healthcare #News","Normal","Normal","NO","India","High","NO"
"ourporbandar","In order to prevent the spread of coronavirus in the city. All the vehicles entering Porbandar are being disinfected by Porbandar Municipality 

#ourporbandar #indiafightscorona #covid19 #porbandar #porbandarnews #news #newspaper #gujarat #gujarati #india #followme #likeforlike https://t.co/URyVeQQ4I4","Normal","Normal","NO","India","Low","NO"
"jeetvishwa10","night life colourful night #comedy #teach #food #art #inspire #talk #news #sports #love #girl #music #travel #Hyderabad #India  #live   #golive #stream #scope #teleport #group #usa #losAngeles #newYork #California #SanFrancisco #Manhattan #City #dubai #uae https://t.co/cSKXClTygA","Suspecious","Normal","NO","India","Low","NO"
"latestlaws","Govt assures HC, no Ration Card needed to buy Food Grains from PDS outlets
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #highcourt #rationkits #foodsecurity #foodwaste #lockdownextension #lockdownindia 
https://t.co/Pq2p3FPyBg","Normal","Normal","NO","India","High","NO"
"monkeypreneur","Simultaneously, #India's #news #media reporting the truth, often challenging #Modi government, are harassed by central agencies, their funding restricted, arrested under security laws, abused by the ruling party's #socialmedia army. Destroying #journalism and the Constitution.","Normal","Normal","NO","India","Medium","NO"
"RocCityRetweet","Maruti not to start production due to non-availability of components as most of their vendors are in red zones or containment zones &amp; retail outlets have not been opened yet.

#business #startup #startupindia #india #ROC #fintech #NewsPicks #NEWS #Facts #UPDATE #branding #COVID19 https://t.co/cDOtNU7AFj","Suspecious","Normal","NO","United States of America","High","NO"
"cahimanshu_kuma","News updates 22nd April 2020. #news #update #facebook #jio #business #economy #marketing #usa #india #tax #rbi #coronavirus #econoline #updates #information #info #daily #tax4wealth #wealth #StockMarket https://t.co/gnnsUy6iPA","Normal","Normal","NO","India","Medium","NO"
"cahimanshu_kuma","Daily News Updates 23rd April 2020 #news #updates #business #economy #modi #rbi #incometax #marketing #share #information #knowledge #knowyourworth #smallbusiness #companies #india #usa #tax4wealth ##firetv #jio #appletv https://t.co/heVTLMhANG","Normal","Normal","NO","India","Medium","NO"
"sakaltimes","Mark Zuckerberg's #Facebook to buy 9.99 percent stake in #RelianceJio platforms for USD 5.7 billion: Statement

https://t.co/vxEcwy2e7w 

#Sakal #SakalNews #viral #ViralNews #SakalTimes #news #business #money #trade #India @facebookapp #Reliance #MukeshAmbani @reliancejio https://t.co/qUT3doYx72","Normal","Normal","NO","India","High","NO"
"latestlaws","PIL in SC against 'illegal opening' of certain Offices amid Lockdown
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #SupremeCourt #office #Lockdown2 #LockdownExtended #office 
https://t.co/P4Bp7xwYXp","Normal","Normal","NO","India","High","NO"
"latestlaws","High Court to take up plea seeking to avoid identity verification for food distribution amid lockdown on Monday
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #highcourt #lockdownextension #lockdown #food 
https://t.co/xuyzMXjZai","Normal","Normal","NO","India","High","NO"
"sakaltimes","Pune-based university conceptualises ‘wearable hand sanitiser’ 

#Sakal #SakalNews #viral #news #SakalTimes #India #Corona #Covid19india #coronavirus #lockdown #COVID #Covid_19 #CoronavirusOutbreakindia #sanitisers

https://t.co/BdpHDFAwoY","Suspecious","Normal","NO","India","High","NO"
"akhilsharma90","#Startup #News April 24,   

1. #WhatsApp’s Struggles With #DigitalPayments Launch In #India Could End Next Month

2. #Facebook #Messenger #Kids Now Available In India
read more: https://t.co/pc7ahKwP0q

#entrepreneurs #technology #Startup #India #inclusion #Tech4GoodLiving","Normal","Normal","NO","India","Medium","NO"
"latestlaws","'Wait for sometime, not possible now', SC on evacuating Indians stranded in US
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #SupremeCourt #India #UnitedStates 
https://t.co/2DzUhqnwAV","Normal","Normal","NO","India","High","NO"
"latestlaws","Petition in HC seeks mandatory screening of all vehicles entering State
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #highcourt #Vehicle #vehicles #Petition 
https://t.co/1VRJ8XBskE","Normal","Normal","NO","India","High","NO"
"ConstWeekIndia","Macquarie Infrastructure and Real Assets eyes Indian oil, gas pipeline assets 
Read More: https://t.co/V5lguJFwgV 
#construction #constructionweek #news #businessnews #projects #india #technology","Suspecious","Normal","NO","India","Medium","NO"
"positivevibessa","#Breaking #Coronavirus latest updates: Global deaths pass 175,000; South African president unveils $26bn virus relief plan; #Trump lays out parts of US immigration ban

#Covid19 #India #Stayhome #China #SouthAfrica #Trump #USA #Corona #CoronaUpdates #News

https://t.co/LI2OixGimo","Normal","Normal","NO","India","High","NO"
"Anshuma41971491","Latest Business #News , Stay Tuned For More News |#iindianentrepreneur 
#business #COVID19  #Startups  #market  #revolution   #startnow  #changemakers  #Entrepreneurs  #innovators  #growwithus  #startupnews  #news  #india #indiafightscorona https://t.co/T9AH64zDqe","Normal","Normal","NO","India","Medium","NO"
"betterjobsearch","Kerala Road Fund Board floats tender for works under Smart City Mission 
Read More: https://t.co/ILxloapBE5 
#construction #constructionweek #news #businessnews #projects #india #technology","Suspecious","Normal","NO","United States of America","High","NO"
"bhurtya","Corona : With 1,684 new cases, the total tally in India crossed the 23,000
Full news:- https://t.co/i8wOsAN3pv
.
.
#coronavirüsü #covid19 #india #punjab #chandigarh #delhi #ludhiana  #jalandhar #news #wmk #mohali #canada #america #pune #lucknow https://t.co/bpsIkxICoT","Suspecious","Normal","NO","India","Medium","NO"
"ArunavaAnshu","Pune-based university conceptualises ‘wearable hand sanitiser’ 

#Sakal #SakalNews #viral #news #SakalTimes #India #Corona #Covid19india #coronavirus #lockdown #COVID #Covid_19 #CoronavirusOutbreakindia #sanitisers

https://t.co/BdpHDFAwoY","Normal","Normal","NO","India","Medium","NO"
"Ideastycoon","#Content and #news platform Dailyhunt, has raised $23 million in its Series G #funding round led by its existing investors ByteDance, FalconEdge, Advent Management and Goldman Sachs.
#India #StartupIndia #DigitalIndia #startup #VentureCapital #app","Suspecious","Normal","NO","India","Medium","NO"
"CybazeSocial","#DucklingSchool #DailyNews
#FBI sees about 300% #jump in #daily #cybersecurity #complaints #amid COVID-19
https://t.co/FaIUyBoTB4
Contact- 917728058028 can, 919887900369
#India #News #BestSchool #RBSESchool #PrimarySchool #SeniorSecondarySchool #PlayGroupSchool #DummySchool #Oxfo https://t.co/n5yBjPTkT3","Suspecious","Normal","NO","Italy","Medium","NO"
"sectest9","#DucklingSchool #DailyNews
#FBI sees about 300% #jump in #daily #cybersecurity #complaints #amid COVID-19
https://t.co/FaIUyBoTB4
Contact- 917728058028 can, 919887900369
#India #News #BestSchool #RBSESchool #PrimarySchool #SeniorSecondarySchool #PlayGroupSchool #DummySchool #Oxfo https://t.co/n5yBjPTkT3","Suspecious","Normal","NO","India","High","NO"
"Upagnajariwala","Coronavirus have increased turbulence in both propagation and speed; COVID-19 test still brief: Sonia Gandhi
https://t.co/uZoL5vO1Nh
#coronavirus #covid19india #soniagandhi #congress #hindinewstoday #news #tazaakhabar #latesthindinews #indianews #india #mumbai #delhi","Normal","Normal","NO","India","High","NO"
"ConstWeekIndia","Border Roads Organisation finishes construction of bridge in Arunachal Pradesh 
Read More: https://t.co/2mZODe8N9y 
#construction #constructionweek #news #businessnews #projects #india #technology","Suspecious","Normal","NO","India","Medium","NO"
"divahinakhan_","Tiktok fun!
.
Share your reviews below in the comment section guys &amp; Keep sharing , liking , commenting on our posts!
.
Lots of love 
Team
 @eyedivahinakhan ❤
.
.
.
#india #mumbai #bollywood #news #hinakhan #akshara… https://t.co/90yKChHyYF","Suspecious","Normal","NO","India","Medium","NO"
"ashoksharma81","PICTURE OF THE DAY.....

#FridayFeeling
#SachinTendulkar
#lockdown
#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch
#StocksToTrade https://t.co/EZYBvgEmmM","Normal","Normal","NO","India","Medium","NO"
"ConstWeekIndia","Construction ban in NCR extended till 3 May 2020 
Read More: https://t.co/U0sJOY0EkD 
#construction #constructionweek #news #businessnews #projects #india #technology  #coronavirusupdates #covid19updates","Suspecious","Normal","NO","India","Medium","NO"
"RubinaK11029261","Researchers at #IITDelhi KSBS have developed a low cost #TestingKits for COVID-19, the innovation has now been approved by ICMR, the nodal body for #COVID19 testing.

#business #startup #startupindia #india #ROC #fintech #NewsPicks #NEWS #Facts #UPDATE #branding #healthcare #IIT https://t.co/37Xn4LuqA9","Normal","Normal","NO","India","Low","NO"
"businesses_box","Differentiating marketing gimmicks and a real piece of News Information is a tough task in the present context! Winner will be the one who can do it more precisely. #India #news #MarketingStrategy #MarketingDigital #marketingtips #marketingonline  #Marketer #Digital","Suspecious","Normal","NO","United States of America","Low","NO"
"ashoksharma81","SGX NIFTY UP 36

saturdaymorning
#Extraction
#Covid_19 
#lockdown
#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch
#StocksToTrade","Normal","Normal","NO","India","Medium","NO"
"parmar_mac","Indian Prime minister Mr. Narendra Modi tops the world leader ranking chart - for his decisions taken during #covid_19 .
.
.
.
.
#coronavirus #worldearthday #world #leadership #india #news #alerts @staystoriesapp https://t.co/bVVAnzun7l","Normal","Normal","NO","India","Low","NO"
"Dazeinfo","33% consumers are wanting to buy at least one electronics products.- Dazeinfo https://t.co/dtNVVRzZ1y @localcircles #news #ecommerce #india #lockdown #CoronavirusIndia #COVID19 #tech","Suspecious","Normal","NO","India","High","NO"
"khabarkhalifaa","Let’s celebrate because the month of Ramadan begins here. Filling our life happiness and mirth, as Allah bless as once more with prosperity and cheer. Happy Ramadan!

#Ramadaan #KhabarKhalifa #News #Website #Covid #media #India #Lucknow https://t.co/QvgvHCAxIO","Normal","Normal","NO","India","Medium","NO"
"StartupNewsIND","#Startup #News April 22

1. #Funding for #unicorns, smaller #startups may be hit as India reinforces #FDI wall

2. #Indian #fooddelivery startup #Swiggy is cutting about 1,000 #jobs
read more: https://t.co/owmMH51Ovx

#entrepreneurs #technology #India #inclusion #Tech4GoodLiving","Suspecious","Normal","NO","India","High","NO"
"RubinaK11029261","#MarkZuckerberg lead Facebook will invest ₹43,574 cr into Jio Platforms for a 9.99% stake. The investment will value #RelianceJio Platforms at ₹4.62 lakh cr. 

#business #startup #startupindia #india #TechnologyNews #ROC #fintech #NEWS #Facts #UPDATE #branding #JioFacebook https://t.co/8hthvMgkPB","Normal","Normal","NO","India","Low","NO"
"StartupNewsIND","""The layoffs will continue for the next 12 months. What do you think would be the best course of action startup employees could take to keep the impact minimal?  - Dazeinfo https://t.co/1Mn6h2Ixna startupindia Startup_Kar #layoff #COVID19 #startup #Jobs #india #news""","Suspecious","Normal","NO","India","High","NO"
"Rakeshcotocus","Vlog 6 - Top 5 Tech news which you can't afford to miss|WHO|GatesFoundat... https://t.co/lVzz3w1KSP
#Tech #Updates #NEWS #Covid19 #Coronavirus #DevOps #SRE #DevSecOps #India #lockdown #Facebook #Jio #Reliance #WhatsApp #AMazon #JioMart #TCS #Israel #WHO #GatesFoundation","Normal","Normal","NO","India","Low","NO"
"AlexTelman","#Shame on you #billionaire #KerryStokes now! - #isolate

#CORONISVIRUS

#AUSTRALIA #OZ #aussie
#News #NewsFlash
#a #o
#USA
#CoronavirusUSA
#COVIDー19
#coronavirusaustralia
#coronavirusuk
#COVID19 #business
#india
#nyc #london #uk #qld #vic #nsw #Queensland https://t.co/NnvtPoDKof","Normal","Normal","NO","Australia","High","NO"
"ConstWeekIndia","NHAI kick-starting big-ticket road infra projects 
Read More: https://t.co/XKhDe7KyKv 
#construction #constructionweek #news #businessnews #projects #india #technology @NHAI_Official  @NHAI  @National Highway Authority Of IndiaÊ(Nhai)","Suspecious","Normal","NO","India","Medium","NO"
"SantchiWeb","#Zoom surpassed 300 million daily users on its platform despite privacy concerns. On April 1, Zoom announced it had exceeded 200 Mn daily users.

#business #startup #startupindia #india #TechnologyNews #ROC #fintech #NewsPicks #NEWS #Facts #UPDATE #branding #videoconferencing https://t.co/TIic0QhoMP","Suspecious","Normal","NO","United Kingdom","High","NO"
"vogueroot","PM ho to esa...
Proud of you sir ✌️🙏 #narendramodi #india #gujarat #ahmedabad #nri #covid19 #lockdown #Lockdown2020 #cityshorahmedabad #marketing #instagram #news #CoronavirusOutbreakindia https://t.co/pRI3H7vGDL","Normal","Normal","NO","India","Medium","NO"
"NicholasColisto","I was watching the news and suddenly saw this nurse from USA with TCS equipment. Tata Consultancy Services more respect than ever. @TCS

 #news #tcs #tataconsultancyservices #india #covid19 #coronavirus #coronaupdatesinindia https://t.co/QgERbkdMnb","Normal","Normal","NO","Japan","Medium","NO"
"itsQuizzora","World Archery to live-stream first remote archery competition.

#News #NOTD #NutshellByQuizzora #NutshellGK #Nutshell #HomeQuarantine #Lockdown #StayHome #StaySafe #Coronavirus #NovelCoronavirus #COVID19 #India #Archery #WorldArchery #LockdownKnockout https://t.co/brcSCFJkLY","Normal","Normal","NO","India","Low","NO"
"latestlaws","State Bar Council funds cross ₹1 crore, Lawyers to get aid soon
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #Lawyers 
https://t.co/Uo9AZsvwf2","Normal","Normal","NO","India","High","NO"
"latestlaws","High Court asks State Govt to file report on plea challenging COVID-19 data processing contract
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #Kerala #Covid_19india 
https://t.co/J7cCibtrrO","Normal","Normal","NO","India","High","NO"
"harshbutjust","Know more about the Distinctive Features of IIM Indore here: https://t.co/kt1gHcITsm

#IPM #IIM #IIMI @askhimanshurai #IIMIDiaries #PlanetI #StudentExchange #Foreign #Education #University #India #MBA #Indore #News #Media #Features #RT https://t.co/PTV8XovE1q","Normal","Normal","NO","India","Medium","NO"
"ImRahulS","I was watching the news and suddenly saw this nurse from USA with TCS equipment. Tata Consultancy Services more respect than ever. @TCS

 #news #tcs #tataconsultancyservices #india #covid19 #coronavirus #coronaupdatesinindia https://t.co/QgERbkdMnb","Normal","Normal","NO","India","Low","NO"
"StartupNewsIND","The layoffs will continue for the next 12 months. What do you think would be the best course of action startup employees could take to keep the impact minimal?  - Dazeinfo https://t.co/3Ut8TWyxEF @startupindia @Startup_Kar #layoff #COVID19 #startup #Jobs #india #news","Suspecious","Normal","NO","India","High","NO"
"mysmartchoices","Facebook invests $5.7 billion in Indian carrier Jio #Facebook #Jio #India #news https://t.co/R3gBjvhX06","Normal","Normal","NO","India","Medium","NO"
"gully_news","Daily Corona updates India - By Gully News 
#india #Corona #QuarantineQuotes #CoronaUpdatesInIndia #CoronaUpdate #news #mumbai #pune #delhi #bangluru #noida #gurugram #Covid19India https://t.co/QqZHKKM9CP","Normal","Normal","NO","India","Low","NO"
"sakaltimes","Criminal Investigation Department (CID) takes over the investigation of three FIRs in #Palghar lynching incident.

https://t.co/n7sv7AsbsY

#Sakal #SakalTimes #SakalNews #viral #news #ViralNews  #CID #PalgharPolice #India #PalgharMobLynching #maharashtrapolice https://t.co/9sw2le0XbH","Suspecious","Normal","NO","India","High","NO"
"sakaltimes","#Haryana to give Rs.10 lakh insurance cover to each journalist reporting amid the #Covid19 pandemic: CM Manohar Lal Khattar 

https://t.co/n7sv7AsbsY

#Sakal #SakalTimes #coronavirus #lockdown #India #COVID19 #COVID201 #SakalNews #viral #news #ViralNews  #StayAtHome #media https://t.co/UZpSgFJrWq","Suspecious","Normal","NO","India","High","NO"
"ddavibb","#MarkZuckerberg lead Facebook will invest ₹43,574 cr into Jio Platforms for a 9.99% stake. The investment will value #RelianceJio Platforms at ₹4.62 lakh cr. 

#business #startup #startupindia #india #TechnologyNews #ROC #fintech #NEWS #Facts #UPDATE #branding #JioFacebook https://t.co/8hthvMgkPB","Normal","Normal","NO","United States of America","Low","NO"
"StatMediaNews",".@DHLGlobal delivers #SouthKorean #Covid_19 test kits in millions

@DeutschePostDHL #DHL #DHLGlobalForwarding #Brazil #Ecuador #India #Lithuania #Poland #Russia #aircargo #cargo #aviation #news #Corona #pandemic #Covid2019 #Covid19 #Coronavirus
https://t.co/D2UqFXWACM","Normal","Normal","NO","United Kingdom","High","NO"
"ankur129_","Have to say this,

I would prefer fake Aurnab @ChhotaThalaiva anyday over @republic #ArnabGoswami , be it for acting, news reporting, comedy, social message or anchoring. And also as a Human Being

#India #Indian #media #idiots #comedy #news #HateNews #Palghar #Arnab #journalism","Normal","Normal","NO","Germany","Low","NO"
"EliteOzzy","Is #America a failed state?

#CORONISVIRUS #USA
#AUSTRALIA #OZ #aussie
#News #NewsFlash
#CoronavirusUSA
#COVIDー19 #WashYourHands 
#coronavirusaustralia
#coronavirusuk
#COVID19 #a 
#italy #india
#COVIDIOTS #music #art #nyc #london #uk #nsw #Queensland #rt
https://t.co/DnzHL9GPyy","Suspecious","Normal","NO","Australia","Medium","NO"
"akhilsharma90","#Startup #News April 22

1. #Funding for #unicorns, smaller #startups may be hit as India reinforces #FDI wall

2. #Indian #fooddelivery startup #Swiggy is cutting about 1,000 #jobs
read more: https://t.co/owmMH51Ovx

#entrepreneurs #technology #India #inclusion #Tech4GoodLiving","Normal","Normal","NO","India","Medium","NO"
"jeetvishwa10","hi everyone #comedy #teach #food #art #inspire #talk #news #sports #love #girl #music #travel #Hyderabad #India  #live   #golive #stream #scope #teleport #group #usa #losAngeles #newYork #California #SanFrancisco #Manhattan #City #dubai #uae https://t.co/WNnBAeK8aK","Suspecious","Normal","NO","India","Low","NO"
"AgriTech_India","#Startup #News April 21

1. #Guru Raises $30M From #Accel, Slack &amp; Others As Philly Startup Scene Heats Up

2. #B2B #Agritech startup #Bijak raises Series A funding
read more: https://t.co/tSD6Bmo5gb

#entrepreneurs #technology #Startup #India #inclusion #Tech4GoodLiving","Normal","Normal","NO","India","Medium","NO"
"techminemedia","Udemy Courses for FREE
Link: https://t.co/sJ6sR4onqs

#EarthDay2020 #EarthDay #techno #TechnologyNews #Indian #India #udemy #udemycoupon #code #news https://t.co/OHiEudOqqy","Normal","Normal","NO","India","Low","NO"
"giorgiofruitnet","This is our Fresh Produce India special edition providing an in-depth report on the Indian market, plus our annual USA Special. Read it on the new ASIAFRUIT app, free for14-days trial and available on App Store and Google Play. #freshproduce #asiafruit #India #USAspecial #news https://t.co/u20DHHmFSm","Normal","Normal","NO","United Kingdom","High","NO"
"latestlaws","Centre moves NCLT to take charge of Delhi Gymkhana Club
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #Delhi #club #Government 
https://t.co/hJHNgjMeYK","Normal","Normal","NO","India","High","NO"
"cybersec_feeds","#DucklingSchool #DailyNews
#FBI sees about 300% #jump in #daily #cybersecurity #complaints #amid COVID-19
https://t.co/FaIUyBoTB4
Contact- 917728058028 can, 919887900369
#India #News #BestSchool #RBSESchool #PrimarySchool #SeniorSecondarySchool #PlayGroupSchool #DummySchool #Oxfo https://t.co/n5yBjPTkT3","Suspecious","Normal","NO","Haiti","High","NO"
"htTweets","The country’s prophylactic measures have led to a reduction in the #coronavirus disease doubling rate, #remittance flows into #India may decline by 23 percent in 2020 to $64 billion &amp; other top stories in your morning #news brief.
@htTweets #Covid_19 
https://t.co/AxRduB7UuP","Normal","Normal","YES","India","High","NO"
"sakaltimes","Death toll due to #COVID19 rises to 775, cases climb to 24,506 in #India: Union Health Ministry

https://t.co/vxEcwy2e7w

#Sakal #SakalNews #viral #ViralNews #SakalTimes #news #Corona #COVID #coronavirusindia #COVID2019india","Normal","Normal","NO","India","High","NO"
"nugrahaseptian8","Dumisani Dlamini responds to claims he's never met his famous daughter, Doja Cat https://t.co/1H3pQQBavr via @TimesLIVE ❤LIKE AND 🔄RETWEET #news #covid #coronavirus #like #india #love #instagram #media #follow #music #viral #fashion #breakingnews #instagood #noticias #corona #s","Normal","Normal","NO","Indonesia","Low","NO"
"latestlaws","State brings Ordinance for 3 yr Jail term, ₹50,000 Penalty for those attacking Corona Warriors
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #Ordinance #coronavirus #Corona 
https://t.co/3O4EBNZk8h","Normal","Normal","NO","India","High","NO"
"ConstWeekIndia","Kerala Road Fund Board floats tender for works under Smart City Mission 
Read More: https://t.co/ILxloapBE5 
#construction #constructionweek #news #businessnews #projects #india #technology","Suspecious","Normal","NO","India","Medium","NO"
"ashoksharma81","REMEMBER..
400 CRORE LOSS TO CRUDE TRADERS 

#CrudeOil
#tuesdayvibes
#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch
#StocksToTrade https://t.co/B7xUOiZahb","Normal","Normal","NO","India","Medium","NO"
"GroaTimes","Corona : With 1,684 new cases, the total tally in India crossed the 23,000
Full news:- https://t.co/i8wOsAN3pv
.
.
#coronavirüsü #covid19 #india #punjab #chandigarh #delhi #ludhiana  #jalandhar #news #wmk #mohali #canada #america #pune #lucknow https://t.co/bpsIkxICoT","Normal","Normal","NO","India","Low","NO"
"latestlaws","UNICEF issues Guidelines for Journalists working amid COVID-19 pandemic
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #UNICEF #Journalist #journalists #pandemic #Covid_19india 
https://t.co/lhhGciTS8B","Normal","Normal","NO","India","High","NO"
"sakaltimes","Indian Railway #Hubballi produces contactless cubicles to treat suspected #Covid19 patients

https://t.co/n7sv7AsbsY

#Sakal #SakalTimes #SakalNews #viral #news #ViralNews #ViralNews #coronavirus #Covid_19india #COVID2019 #India #StayHomeSaveLives #StayAtHome #IndianRailway https://t.co/Ld8NsqmKNT","Suspecious","Normal","NO","India","High","NO"
"vedant551","World Immunization Week 2020.

#News #NOTD #NutshellByQuizzora #NutshellGK #Nutshell #HomeQuarantine #Lockdown #StayHome #StaySafe #Coronavirus #NovelCoronavirus #COVID19 #India #WHO #WorldImmunizationWeek2020 #VaccinesWorkForAll https://t.co/hBthrijBAo","Normal","Normal","NO","India","Medium","NO"
"Rakeshcotocus","Vlog 5 - Top 5 Tech news which you can't afford to miss| Facebook-Jio |Whatsapp |SayNamaste |Huawei
#Tech #Updates #NEWS #Covid19 #Coronavirus #DevOps #India  #lockdown #Facebook #Jio  #SRE #DevSecOps #DevOpsSchool
https://t.co/xhCkSFgEvZ","Normal","Normal","NO","India","Low","NO"
"bimabazaar","Hey guys, did you know that ""ICICI Lombard General rolls out COVID-19 Protection Cover."" If not then don't worry, just do visit us for complete information - https://t.co/09Qmie3Ebs
#insurance #icici #banking #latest #news #information #bimabazaar #COVID2019india #lombard #india","Normal","Normal","NO","India","Medium","NO"
"jeetvishwa10","what's up having lunch #comedy #teach #food #art #inspire #talk #news #sports #love #girl #music #travel #Hyderabad #India  #live   #golive #stream #scope #teleport #group #usa #losAngeles #newYork #California #SanFrancisco #Manhattan #City #dubai #uae https://t.co/rwTV8xmdBm","Suspecious","Normal","NO","India","Low","NO"
"Dazeinfo","The layoffs will continue for the next 12 months. What do you think would be the best course of action startup employees could take to keep the impact minimal?  - Dazeinfo https://t.co/3Ut8TWyxEF @startupindia @Startup_Kar #layoff #COVID19 #startup #Jobs #india #news","Suspecious","Normal","NO","India","High","NO"
"bhurtya","Corona : With 1,684 new cases, the total tally in India crossed the 23,000
Full news:- https://t.co/2i3PhQikdD
.
.
#coronavirüsü #covid19 #india #punjab #chandigarh #delhi #ludhiana  #jalandhar #news #wmk #mohali #canada #america #pune #lucknow https://t.co/0Wy41rMGhO","Suspecious","Normal","NO","India","Medium","NO"
"StartupNewsIND","#MarkZuckerberg lead Facebook will invest ₹43,574 cr into Jio Platforms for a 9.99% stake. The investment will value #RelianceJio Platforms at ₹4.62 lakh cr. 

#business #startup #startupindia #india #TechnologyNews #ROC #fintech #NEWS #Facts #UPDATE #branding #JioFacebook https://t.co/8hthvMgkPB","Suspecious","Normal","NO","India","High","NO"
"latestlaws","PMLA Case: Ex-Jharkhand Minister Anosh Ekka gets 7 years imprisonment
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #Jharkhand #prison 
https://t.co/B8JOmD1NhO","Normal","Normal","NO","India","High","NO"
